Ticket,Nombre comun,Dia,Mes,Ano,,Evento,Ciudad,Vereda,Arboles,Hectareas
77,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Roja, Guadua, Urapan, velero",3,15,2020,,Sembraton,Eb�jico,El Retiro,249,0.498
1053,"Cedro Amarillo, Búcaro, Acacia Rosada, Nogal Cafetero",12,15,2020,,SEMBRATÓN PARA LA VIDA,Eb�jico,El Retiro,20,0.04
89,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho Rojo, Acacia Roja, Urapan",3,15,2020,,SEMBRATON,Eb�jico,El Retiro,250,0.5
1122,"Pino Colombiano Romeron, Guayacán blanco, Eugenio",4,29,2021,,Sembratón,Eb�jico,Fatima,35,0.07
1037,Eugenio,4,29,2021,,Sembratón,Eb�jico,Fatima,35,0.07
1890,"Arrayán, Cámbulo, Carbonero, Nogal Cafetero, Roble",12,15,2021,,Obligación Contractual,Eb�jico,Fatima,40,0.08
1409,Guayabo Comun,12,15,2021,,190-CNT2110-136,Eb�jico,Filo de  Los Arboledas,77,0.154
1042,"Pomo, Guayacán Amarillo, Aguacatillo, Nogal Cafetero",7,16,2021,,Sembraton municipio de Ebéjico,Eb�jico,La Esmeralda,300,0.6
83,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho, Acacia Rosada, Urapan",3,15,2020,,SEMBRATON,Eb�jico,Los Pomos,1000,2
74,"piñon de oreja, Guayacán Amarillo, Guayacan Rosado, Chocho Rojo, Acacia Roja, Guadua, Urapan, Pisquín, Acacia Rosada",3,15,2020,,Sembraton,Eb�jico,Los Pomos,999,1.998
75,"pisquines, Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Roja, Guadua, Urapan",3,15,2020,,Sembraton,Eb�jico,Nariño,298,0.596
76,"pisquines, Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Roja, Guadua, Urapan",3,15,2020,,Sembraton,Eb�jico,Nariño,298,0.596
2306,Varasanta,10,20,2021,,SEMBRATON APOYO,Eb�jico,Quirimara Placitas,2000,4
70,"Biscofia, grasellos, Guayacán Amarillo, Chumbimbo, Jagua, Gualanday, Algarrobo, Nogal Cafetero",3,15,2020,,Sembraton,Eb�jico,Quirimara Placitas,1225,2.45
2305,Niguito,7,21,2021,,SEMBRATON APOYO,Eb�jico,Quirimara Placitas,2000,4
80,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Chocho Rojo, Acacia Rosada, Guadua, Urapan, Pisquín",3,15,2020,,Sembraton,Eb�jico,Quirimara Placitas,300,0.6
1661,"Cedro, ceiba, Varasanta, Chimbimbo, Tompillo, Tachuelo",4,16,2021,,siembra Voluntaria,Eb�jico,Quirimara Rodeo,3873,7.746
1833,"Guayacán rosado, Cedro, Suribio, Cedro Amarillo, Arrayán Manizaleño, Cámbulo, Caoba, Pacó, Guásimo, Móncoro, Payandé, Teca, Clavellino, Abarco, Gualanday, Algarrobo, Chirlobirlo, Nogal Cafetero",10,9,2021,,Obligación Contractual,Eb�jico,Zarzal,280,0.56
1849,"Suribio, Cedro Amarillo, Guásimo, Móncoro, Payandé, Teca, Clavellino, Abarco, Abarco, Samán",10,9,2021,,Obligación Contractual,Eb�jico,Expansion Urbana,50,0.1
69,"Biscofio, Guayacán Amarillo, Quiebrabarrigo, Chumbimbo, Nogal Cafetero",3,15,2020,,Sembraton,Eb�jico,Expansion Urbana,450,0.9
1378,"Almendron, Samán",11,18,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,70,0.14
1372,"Almendron, Samán",8,28,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,2500,5
1633,"Almendron, Samán",8,28,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,2500,5
992,Piñón de Oreja,6,5,2021,,Siembra un arbol por cada millo convenio Biovivero municipio de El Bagre,El Bagre,Cabecera Municipal,37,0.074
1370,Guayacan de Manizales,8,14,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,3500,7
1373,"Almendron, Samán",10,16,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,3000,6
1376,"Almendron, Samán",10,28,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,300,0.6
1566,"Guayacán rosado, orejero, Suribio, Guayacán blanco, Búcaro, Achí, Samán",8,27,2021,,Obligación Contractual,El Bagre,Cabecera Municipal,100,0.2
995,Arizá,6,5,2021,,Siembra Acueducto Municipal,El Bagre,Cabecera Municipal,15,0.03
994,Roble,6,5,2021,,Siembra Acueducto Municipal,El Bagre,Cabecera Municipal,25,0.05
1124,Roble,9,11,2021,,Sembraton Zona Villa Abajo,El Bagre,Cabecera Municipal,300,0.6
1381,"Almendron, Samán",6,12,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,100,0.2
1382,"Almendron, yarumo, Samán, Roble",6,5,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,50,0.1
1386,"yarumo, Roble",10,2,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,Cabecera Municipal,23100,46.2
1019,Guayacan Rosado,2,6,2021,,Sembraton vereda los Aguacates,El Bagre,Aguacates,100,0.2
1036,Tamarindo,5,28,2021,,siembra compensación vereda los aguacates,El Bagre,Aguacates,20,0.04
1033,Roble,5,28,2021,,siembra compensación vereda los aguacates,El Bagre,Aguacates,20,0.04
1640,"Almendron, yarumo, Samán, Roble",2,6,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Aguacates,500,1
1029,Piñón de Oreja,5,28,2021,,Siembra de compensación vereda los aguacates,El Bagre,Aguacates,20,0.04
1020,Guayacán Amarillo,2,6,2021,,Sembraton vereda los Aguacates,El Bagre,Aguacates,10000,20
759,"Guayacán Amarillo, orejero, Cedro Amarillo, campano, Algarrobo",3,12,2021,,Obligación Contractual,El Bagre,Aguacates,67,0.134
1021,Piñón de Oreja,2,6,2021,,Sembraton vereda los Aguacates,El Bagre,Aguacates,100,0.2
1022,Samán,2,6,2021,,Sembraton vereda los Aguacates,El Bagre,Aguacates,100,0.2
1379,"Almendron, yarumo, Samán, Roble",2,6,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Aguacates,500,1
1032,Algarrobo,5,28,2021,,siembra compensación vereda los aguacates,El Bagre,Aguacates,10,0.02
1034,boton rojo,5,28,2021,,siembra compensación vereda los aguacates,El Bagre,Aguacates,5,0.01
1018,Cedro Rojo,2,6,2021,,sembraton vereda los aguacates,El Bagre,Aguacates,100,0.2
1031,Suribio,5,28,2021,,siembra compensación vereda los aguacates,El Bagre,Aguacates,15,0.03
1035,Arizá,5,28,2021,,siembra compensación vereda los aguacates,El Bagre,Aguacates,5,0.01
1350,"Guayacan Rosado, Guayacan Amarillo, Piñón de Oreja, Suribio, Abarco, Acacia, Choibá, Caña Fistula, Caracolí, Cresta de gallo, Ébano, Guamo Liso, Hobo, Maiz tostado, Guayacan Polvillo, Solera, Algarrobo, Samán",11,26,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,Amaceri,131884,263.768
1659,Almendron,4,19,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,Boca Del Guamo,1771,3.542
1658,Samán,4,19,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,Boca Del Guamo,23100,46.2
1657,Almendron,5,31,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,Boca Del Guamo,9000,18
1631,Guayacan de Manizales,8,14,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,El Perico,3500,7
1263,Suribio,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,100,0.2
1261,polvillo (Handroanthus serratifolius),10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,60,0.12
1068,"Cedro Rojo, Caña Fistula, Samán, Roble",6,11,2021,,conmemoración del día mundial del medio ambiente,El Bagre,El Real,1200,2.4
1255,Guayacan Rosado,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,400,0.8
1256,Suribio,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,100,0.2
1262,Guamo Churimo,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,70,0.14
1648,"yarumo, Roble",10,12,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,El Real,1000,2
1385,"yarumo, Roble",10,12,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,El Real,9000,18
1258,Caracolí,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,40,0.08
1257,Piñón de Oreja,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,150,0.3
1259,cantagallo (Sesbania grandiflora),10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,50,0.1
1260,Lluvia de Oro,10,12,2021,,"Gran Sembratón Cada uno, un árbol",El Bagre,El Real,60,0.12
1371,Samán,10,2,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,El Puente,1000,2
1632,Samán,10,2,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Las Claritas,1000,2
1649,"yarumo, Roble",10,2,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,Matanza,3000,6
1247,Suribio,10,2,2021,,Sembraton Resguardo Indígena,El Bagre,Matanza,994,1.988
1246,Piñón de Oreja,10,2,2021,,Sembraton Resguardo Indigena,El Bagre,Matanza,282,0.564
1249,Roble,10,2,2021,,SEMBRATON RESGUARDO INDIGENA LA SARDINA,El Bagre,Matanza,294,0.588
1250,Samán,10,2,2021,,SEMBRATON RESGUARDO INDIGENA LA SARDINA,El Bagre,Matanza,277,0.554
1248,Algarrobo,10,2,2021,,SEMBRATON RESGUARDO INDIGENA,El Bagre,Matanza,153,0.306
1639,"Almendron, Samán",11,18,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Sabalito Sinai,70,0.14
1656,Samán,10,15,2021,,siembra Obligacion Mineros Aluvial S.A.S,El Bagre,Sabalito Sinai,120000,240
1537,Piñón de Oreja,12,3,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,667,1.334
1811,COCO CRISTAL,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,5,0.01
1809,CHINGALE,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,16,0.032
1804,cantagallo,1,26,2022,,REFORESTACION  SAN CAYETANO,El Bagre,San Cayetano,21,0.042
1547,Guayacan Polvillo,12,3,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,98,0.196
1546,Suribio,12,10,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,100,0.2
1545,Cantagallo Erhytrina fusca,12,7,2021,,Restauracion San Cayetano,El Bagre,San Cayetano,105,0.21
1540,Guayacan Rosado,12,6,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,1750,3.5
1539,Caracolí,12,6,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,130,0.26
1538,Ceiba Bonga,12,3,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,45,0.09
1536,Cedro,12,3,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,140,0.28
1535,Guayacan Polvillo,12,2,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,50,0.1
1534,Guayacán Amarillo,12,2,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,30,0.06
1531,Guayacán Amarillo,12,2,2021,,Proyecto Reforestacion San Cayetano,El Bagre,San Cayetano,200,0.4
1530,Campanos Samanea sp.,12,2,2021,,Proyecto de Reforestacion San Cayetano,El Bagre,San Cayetano,300,0.6
1529,Campanos Samanea sp.,12,2,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,150,0.3
1528,Campanos Samanea sp.,12,2,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,247,0.494
1527,Campanos Samanea sp.,12,2,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,500,1
1526,Caoba,12,1,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,50,0.1
1525,Caoba,12,1,2021,,Reforestacion San Cayetano,El Bagre,San Cayetano,250,0.5
1520,Caoba,12,1,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,370,0.74
1806,Algarrobo,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,9,0.018
1796,Samán,1,26,2022,,REFORESTACON  SAN CAYETANO,El Bagre,San Cayetano,1066,2.132
1800,Ceiba rosada,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,13,0.026
1810,Samán,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,58,0.116
1808,Cedrillo,1,26,2022,,REFORESTACION SAN  CAYETANO,El Bagre,San Cayetano,6,0.012
1807,Guamo Liso,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,4,0.008
1805,Suribio,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,16,0.032
1802,Caracolí,1,26,2022,,REFORESTACION  SAN CAYETANO,El Bagre,San Cayetano,33,0.066
1803,Guayacan Rosado,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,1234,2.468
1801,Ébano,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,451,0.902
1799,Piñón de Oreja,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,316,0.632
1797,Guayacan Polvillo,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,50,0.1
1798,Cedros,1,26,2022,,REFORESTACION SAN CAYETANO,El Bagre,San Cayetano,51,0.102
1795,Caoba,1,26,2022,,REFORESTACION  SAN CAYETANO,El Bagre,San Cayetano,1184,2.368
1521,Caoba,12,1,2021,,Reforestación San Cayetano,El Bagre,San Cayetano,500,1
1375,"Almendron, Samán",10,23,2020,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,San Pedro,15,0.03
1634,"Almendron, Samán",10,16,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Santa Margarita,3000,6
1637,"Almendron, Samán",10,28,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Santa Margarita,600,1.2
1075,"Guayacán Amarillo, Roble",8,15,2021,,cumplimento de la obligación contractual,El Bagre,Villa Ucuru,20,0.04
1643,"Almendron, Samán",6,12,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Baldíos Nacionales,100,0.2
1642,"Almendron, yarumo, Samán, Roble",6,5,2021,,siembra Voluntaria Mineros Aluvial S.A.S,El Bagre,Baldíos Nacionales,50,0.1
1701,"Cedro, Piñón de Oreja, Suribio, Caracolí, Algarrobo, Roble",1,26,2022,,Convites de restauración,El Bagre,Expansion Urbana,110,0.22
1874,"Guayacán Amarillo, Cedro, orejero, Suribio, Caracolí, Búcaro, Guayacán Polvillo, Lluvia de Oro",11,23,2021,,Obligación Contractual,El Bagre,Expansion Urbana,623,1.246
477,Quimulá,8,28,2020,,Jornada de sembraton,Entrerr�os,Cabecera Municipal,2,0.004
284,Amarraboyo Rosado,8,27,2020,,Recuperación quebrada La Torura,Entrerr�os,Cabecera Municipal,4,0.008
183,Cedro Negro,10,12,2020,,Sembraton conmemoracion del dia del arbol,Entrerr�os,Cabecera Municipal,80,0.16
486,Carbonero,8,28,2020,,Sembraton Bio +,Entrerr�os,Cabecera Municipal,2,0.004
130,Aliso,8,27,2020,,SEMBRATON,Entrerr�os,Cabecera Municipal,280,0.56
181,Aguacatillo,9,19,2020,,Sembraton  dejando huella por la biodiversidad,Entrerr�os,El Filo,600,1.2
628,"olivo de cera, quimula, Laurel 1, Cedro, Chagualo, Aguacatillo",9,19,2020,,SIEMBRA,Entrerr�os,El Filo,616,1.232
1839,"Quimulá, Cedro de Altura, Jazmin de Noche, Holly, Guamo Machete, Chirlobirlo, Roble",10,14,2021,,Obligación Contractual,Entrerr�os,El Filo,423,0.846
627,"0LIVO DE CERA, quimula, Cedro de Altura, Laurel 1, Chagualo, Aguacatillo",9,19,2020,,SIEMBRA,Entrerr�os,El Filo,600,1.2
2308,Roble,10,14,2021,,SEMBRATON APOYO,Entrerr�os,El Progreso,1662,3.324
1841,"Quimulá, Cedro de Altura, Sauce, Holly, Guamo Machete, Chirlobirlo, Roble",10,15,2021,,Obligación Contractual,Entrerr�os,El Progreso,100,0.2
2307,Chimbimbo,6,17,2021,,SEMBRATON APOYO,Entrerr�os,El Progreso,300,0.6
1840,"Quimulá, Cedro de Altura, Jazmin de Noche, Holly, Guamo Machete, Chirlobirlo, Roble",10,14,2021,,Obligación Contractual,Entrerr�os,Las Brisas,100,0.2
499,"aguacatillos, Abarco, Yarumo Blanco",11,14,2020,,SIEMBRA POR MILLON,Entrerr�os,Tesorero,110,0.22
483,Roble,11,14,2020,,Pacto por la sostenibilidad,Entrerr�os,Tesorero,1,0.002
856,Guayacán de Manizalez,2,27,2021,,Siembra La Guaira,Entrerr�os,Tesorero,1050,2.1
1735,tilo,1,27,2022,,Cerco Vivo,Entrerr�os,Tesorero,918,1.836
1314,"Guayacan Amarillo, Drago, Roble",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Entrerr�os,Tesorero,100,0.2
253,Espadero,11,6,2020,,Cada uno un árbol,Entrerr�os,Tesorero,2,0.004
492,Roble,11,14,2020,,pacto de la sostenibilidad,Entrerr�os,Tesorero,1,0.002
290,Aguacatillo,11,14,2020,,Pacto de la Sostenibilidad,Entrerr�os,Tesorero,1,0.002
1512,"Pata de vaca, Pino Colombiano Romeron, grosello, Nispero, Gualanday, Chirlobirlo",12,18,2021,,Obligación Contractual,Envigado,Cabecera Municipal,40,0.08
1397,"Quimulá, Quiebrabarrigo, arrayan copo rojo, Guasco, Navajuelo, laurel Nativo, hoja de lanza, guayaba agria, Mollinedia, Chachafruto, Chagualo, Aguacatillo",10,12,2021,,Siembra de arboles Envigado,Envigado,Escobero,78,0.156
1881,"Cedro, Caoba, Cámbulo, Ceiba rosada, Carbonero, Nogal Cafetero",12,6,2021,,Obligación Contractual,Envigado,Escobero,20,0.04
1396,"liberal, Escobo 1, Aliso",10,12,2021,,Siembra Envigado,Envigado,Escobero,44,0.088
1395,"Quimulá, Guayacan Amarillo, Cedro de Altura, Amarraboyo, Nadador, Guamo Churimo, Ciro, Carate Negro, Encenillo, Cheflera Mano de Oso, Espadero, Guayabo Liso, olivo de cera, Niguito, Barcino, laurel, Pino Colombiano Romeron, Sauco de Monte, Camargo, Arboloco, Guayabo Comun, Drago, Chirlobirlo, Roble",10,12,2021,,Siembra Envigado 1,Envigado,Escobero,217,0.434
424,"Cedro de Altura, Arrayán, Carate Negro, Sietecueros, Yarumo Blanco, Roble",9,22,2020,,Siembra rural,Envigado,Pantanillo,20,0.04
423,"Yarumo Blanco, Carate Negro, Arrayan Eugenio, Arrayan de Hoja Ancha, Sietecueros, Pino Colombiano Romeron, Chagualo, Roble",9,19,2020,,Siembra Rural,Envigado,Pantanillo,48,0.096
1156,Arrayan Eugenio,9,20,2021,,Obligación Contractual,Envigado,Pantanillo,130,0.26
265,Arrayán,11,7,2020,,Cada uno un árbol,Envigado,Santa Catalina,30,0.06
187,Cedro Negro,10,4,2020,,Siembra de árboles municipio de Envigado,Envigado,Santa Catalina,4,0.008
201,"Cedro de Altura, Palma de Cera Cafetera, Nispero, Drago",10,4,2020,,Siembra de árboles municipio de Envigado,Envigado,Vallano,10,0.02
186,Palma de Cera del Quindìo,10,4,2020,,proceso de siembra de árboles municipios de Envigado,Envigado,Vallano,3,0.006
198,"Chagualo, arrayan comun, Alcaparro Gigante",10,4,2020,,Siembra de arboles Municipio de Envigado,Envigado,Vallano,10,0.02
190,Arrayán,10,4,2020,,SIEMBRA DE ÁRBOLES MUNICIPIO DE ENVIGADO,Envigado,Vallano,3,0.006
191,Alcaparro Gigante,10,4,2020,,SIEMBRA ÁRBOLES MUNICIPIO DE ENVIGADO,Envigado,Vallano,3,0.006
192,Cedro de Altura,10,4,2020,,SIEMBRA DE ÁRBOLES MUNICIPIO DE ENVIGADO,Envigado,Vallano,2,0.004
188,Chagualo,10,4,2020,,Siembra municipio de Envigado,Envigado,Vallano,3,0.006
193,Nispero,10,4,2020,,SIEMBRA DE ÁRBOLES MUNICIPIO DE ENVIGADO,Envigado,Vallano,2,0.004
208,"Palma de Cera Cafetera, Drago, Algarrobo",10,4,2020,,Siembra de árboles municipio de Envigado,Envigado,Vallano,10,0.02
207,"Cedro de Altura, Chagualon, Yolombo Grande",10,4,2020,,Siembra de árboles municipio de Envigado,Envigado,Vallano,10,0.02
221,"Quimulá, Cedro Rojo, Palma de Cera del Quindìo, Nispero, Alcaparro Enano",10,4,2020,,Siembra de árboles en el municipio de Envigado,Envigado,Vallano,12,0.024
1541,"Roble de Tierra Fria, Yarumos Blancos, Cedro Negro",12,27,2021,,Obligación Contractual,Envigado,Vallano,15,0.03
1550,"Cedro Negro, Yarumo Blanco, Roble",3,27,2021,,Obligación Contractual,Envigado,Vallano,15,0.03
336,"Quimulá, Alcaparro Gigante, Palma de Cera Cafetera, Arrayan de Hoja Ancha, Drago, Chagualo",10,4,2020,,SEMBRATON,Envigado,Vallano,10,0.02
1579,"Cedro de Altura, Camargo, Cámbulo, Arrayan de Hoja Ancha, Pino Colombiano Romeron, Nogal Cafetero",4,6,2021,,Siembra árboles,Fredonia,Cabecera Municipal,62,0.124
965,"Guayacán Amarillo, Cedro de Altura, Camargo, Cámbulo, Arrayan de Hoja Ancha, Arrayan de Hoja Pequeña, Pino Colombiano Romeron, Nogal Cafetero",6,4,2021,,Obligación contractual: Aunar esfuerzos para la Exploración del potencial  hidrogeológico en zonas de bosque seco en el cañón del Río Cauca en la jurisdicción   Corantioquia,Fredonia,Cabecera Municipal,540,1.08
1723,"Guayacan Amarillo, Suribio, Guamo Liso, Nogal Cafetero, Roble",2,22,2022,,Obligación Contractual,Fredonia,Cabecera Municipal,1044,2.088
415,"brevo, Naranjo",12,19,2020,,Obligación Contractual,Fredonia,Aguacatal,2,0.004
371,"Naranjo, limón pajarito, moringa, guayaba manzana, granadilla, Mandarina, EUCALIPTO",12,6,2020,,190-CNT2009-134,Fredonia,Aguacatal,10,0.02
1688,"Guamo Churimo, Niguito, Samán",2,22,2022,,Jornada de devolución de posconsumo,Fredonia,Combia Chiquita,160,0.32
816,"Guayacan Rosado, velero, Carbonero, Aliso",2,1,2020,,Obligación Contractual,Fredonia,Combia Chiquita,100,0.2
2562,"Quiebrabarrigo, Suribio, Alcaparro Enano, Chirlobirlo",4,30,2022,,Sembraton en conmemoración del día del árbol y la tierra,Fredonia,Combia Chiquita,400,0.8
1254,"Guayacán Amarillo, Guamo Churimo, Ceiba Amarilla, Nogal Cafetero",10,12,2021,,"Gran Sembratón Cada uno, un árbol",Fredonia,El Cinco,3000,6
984,"brevo, LIMON MADARINO, JUPITER, FRANCESINO, PINO CRESPO, Laurel Naranjo, Guayabo Comun",6,27,2021,,Obligación Contractual,Fredonia,El Zancudo,42,0.084
1775,"Guayacán rosado, Cedro, Chocho Alcaparro, Búcaro, Guásimo, Guayacán azul",9,16,2021,,Obligación Contractual,Fredonia,El Zancudo,42,0.084
19,Abutilon Amarillo,6,5,2020,,Porque sembrar nos une!,Fredonia,Murrapal,400,0.8
1777,"Guayacán rosado, Cedro, Chocho Alcaparro, Búcaro, Guásimo, Guayacán azul, Mano de oso",9,17,2021,,Obligación Contractual,Fredonia,Piedra Verde,50,0.1
1780,"Guayacán rosado, Cedro, Chocho Alcaparro, Búcaro, Guásimo, Guayabo Común, Mano de oso",9,18,2021,,Obligación Contractual,Fredonia,Puente Iglesias,32,0.064
247,"Duranta, Tango, Limoncillo, Guayabo Comun, Mandarino, Aliso, Chagualo, Aguacatillo",11,7,2020,,Cada uno un árbol,Girardota,Zarzal Curzao,60,0.12
2368,Chaparro,7,29,2021,,SEMBRATON APOYO,Itagu�,Loma de Los Zuleta,450,0.9
248,"Duranta, Tango, Limoncillo, Guayabo Comun, Mandarino, Aliso, Chagualo, Aguacatillo",11,7,2020,,Cada uno un árbol,Girardota,Zarzal Curzao,60,0.12
326,"Tango, Mandarino, Guayabo Comun, Limoncillo, Aliso, Chagualo, Aguacatillo",11,7,2020,,"SIEMBRA UN ÁRBOL- GIRARDOTA, LÍDER TATIANA URÁN",Girardota,Zarzal Curzao,29,0.058
2312,Habano,2,25,2021,,SEMBRATON APOYO,Girardota,Cabecera Municipal,1400,2.8
335,durantas,11,7,2020,,SEMBRATON,Girardota,Cabecera Municipal,7,0.014
338,Duranta,11,7,2020,,OBLIGACIÓN CONTRATISTA,Girardota,Cabecera Municipal,11,0.022
2309,Sauce,5,12,2021,,SEMBRATON APOYO,Girardota,Cabecera Municipal,400,0.8
2310,Sauco,10,28,2021,,SEMBRATON APOYO,Girardota,Cabecera Municipal,4500,9
2311,Trompillo,2,19,2021,,SEMBRATON APOYO,Girardota,Cabecera Municipal,1600,3.2
2313,Diomato,10,13,2021,,SEMBRATON APOYO,Girardota,Cabecera Municipal,1500,3
1038,"Quimulá, Guayacán Amarillo, Pimiento de Arbol, Pino Colombiano Romeron, Amarraboyo, Carate Negro, Guamo Churimo, Guayabo Comun, Arrayan de Hoja Pequeña, Guayabo Negro, Drago, Chagualo, Chirlobirlo, Roble",6,4,2021,,Restauración de ecosistemas degradados,Girardota,El Barro,900,1.8
