Ticket,Nombre comun,Dia,Mes,Ano,,Evento,Ciudad,Vereda,Arboles,Hectareas
931,"Cedro Negro, Ceiba Bonga, Guacimo, Laurel Comino, Nogal Cafetero",12,20,2020,,Siembra convenio 040-COV2010-207,Caicedo,La Soledad,32,0.064
1089,"Cedro Amarillo, Carbonero, Chirlobirlo, Roble",12,20,2020,,Siembra relacionada al convenio 040-COV2010-207,Caicedo,La Soledad,1868,3.736
411,"Nispero, Guamo Churimo, Nogal Cafetero",10,23,2020,,Siembra de árboles del proyecto implementación de sistemas de alertas tempranas comunitarias en las veredas el playón y la García  según convenio No 040-COV2009-108,Caicedo,La Soledad,60,0.12
385,"Sauco de Monte, Roble",5,8,2020,,Siembra de árboles del proyecto de implementación de sistemas tempranas comunitarias en la vda el playon y la garcía para  la restauración de un predio en el PNRCA,Caicedo,La Soledad,60,0.12
2295,Sietecueros,10,21,2021,,SEMBRATON APOYO,Caicedo,Los Pinos,500,1
2294,Guayacán de Manizalez,7,22,2021,,SEMBRATON APOYO,Caicedo,Los Pinos,1300,2.6
2296,Nadador,10,28,2021,,SEMBRATON APOYO,Caicedo,Los Pinos,250,0.5
1838,"Quiebrabarrigo, Cedro, Cámbulo, Sietecueros, Nogal Cafetero",10,12,2021,,Obligación Contractual,Caicedo,Los Sauces,80,0.16
78,"Guayacán Amarillo, Cedro Rojo, Arrayan Eugenio",6,5,2020,,Día del Medio Ambiente,Caicedo,Expansion Urbana,100,0.2
674,"Guayacán Amarillo, Arrayan Eugenio",2,25,2021,,SIEMBRA CONTRATISTA,Caldas,La Corrala,54,0.108
852,Arrayan Eugenio,3,20,2021,,Obligación Contractual,Caldas,La Corrala,59,0.118
2530,Arrayan Eugenio,4,2,2022,,OBLIGACION CONTRACTUAL,Caldas,La Corrala,67,0.134
1812,Arrayan Eugenio,4,2,2022,,Obligación Contractual,Caldas,La Corrala,74,0.148
814,Arrayan Eugenio,3,20,2021,,Obligación Contractual,Caldas,La Corrala,62,0.124
2531,Arrayan Eugenio,4,2,2022,,Obligación Contractual,Caldas,La Corrala,67,0.134
675,"Guayacán Amarillo, Arrayan Eugenio",2,25,2021,,SIEMBRA CONTRATISTA,Caldas,La Corrala,54,0.108
676,"Guayacán Amarillo, Arrayan Eugenio",2,25,2021,,Siembra Contratista 190-CNT2102-39,Caldas,La Corrala,61,0.122
1816,Arrayan Eugenio,4,2,2022,,Obligación Contractual,Caldas,La Corrala,68,0.136
1813,Arrayan Eugenio,4,2,2022,,Obligación Contractual,Caldas,La Corrala,40,0.08
2456,Arrayan Eugenio,4,2,2022,,Obligación Contractual,Caldas,La Corrala,67,0.134
1843,"Guayacán Amarillo, Quiebrabarrigo, Mataratón, Guamo Machete, Arrayán blanco, Casco de Vaca, Duraznillo, Balso, Chirlobirlo",10,2,2021,,Obligación Contractual,Caldas,La Valeria,60,0.12
26,Abarco,6,12,2020,,Porque sembrar nos une!,Caldas,La Valeria,25,0.05
427,"Pino Colombiano Romeron, Drago, Algarrobo, Chirlobirlo, Nogal Cafetero",12,20,2020,,siembra 2 del contrato 569 de 2020,Caldas,Salada Parte Alta,25,0.05
429,"Pino Colombiano Romeron, Arboloco, Drago, Chirlobirlo, Roble",12,20,2020,,Convenio CORANTIOQUIA 040-COV2018-181,Caldas,Salada Parte Alta,25,0.05
426,"Guayacán de Manizalez, Pino Colombiano Romeron, Escobo 1, Aliso, Roble",12,6,2020,,siembra de individuos para contrato 569 de 2020,Caldas,Salada Parte Alta,25,0.05
370,"Suribio, Nispero, Guayaba Jaboticaba",12,6,2020,,Siembra Vereda La Quiebra (Sector la Escondida),Caldas,Salinas,153,0.306
1888,"Pino Colombiano Romeron, Cheflera Mano de Oso, Cadillo, Guasco, Huesito, Nadador",4,14,2022,,Siembra en el lote 60 - Verdeviento,Caldas,Sinifaná,70,0.14
1680,"Quiebrabarrigo, Guayacan Amarillo, Arrayan de Hoja Ancha, Bucaro, Cedros, Roble",12,11,2021,,Sembraton por la vida,Caldas,Expansion Urbana,670,1.34
1510,"alcaparro de montaña, cerrillo",12,11,2021,,Siembra de la alcaldia de caldas,Caldas,Expansion Urbana,500,1
224,"siete cueros, miona, naranjos, Guayacán Amarillo, Guayabo Comun, Aguacatillo",11,7,2020,,Sembratón en Caldas,Caldas,Expansion Urbana,14,0.028
1866,"Cedro, Caoba, Nogal Cafetero",11,13,2021,,Obligación Contractual,Caldas,Expansion Urbana,15,0.03
707,"OLIVOS, Quimulá, Alcaparro Criollo, Chocho Rojo, Chagualo",8,10,2020,,SEMBRATON CAMPAMENTO,Campamento,Cabecera Municipal,1000,2
91,"Guayacán Amarillo, Arrayán, Ceiba Tolua, Carate Negro, Gualanday",7,30,2020,,Siembra en el hospital La Sagrada Familia,Campamento,Cabecera Municipal,200,0.4
1095,"Guayacan Rosado, Arrayán",6,10,2021,,Siembra de árboles para cercos vivos,Campamento,Los Chorros,500,1
179,"Arrayan Eugenio, Cheflera Mano de Oso, Arrayan de Hoja Pequeña, Chagualo, Roble",9,30,2020,,SEMBRATON BOSQUES DE VIDA.,Campamento,Los Chorros,300,0.6
738,"Quimulá, Arrayán, Pino Colombiano Romeron, Barcino, Carbonero, Aguacatillo, Roble",2,27,2021,,Jornada de Participación ciudadana en temas ambientales,Campamento,Los Chorros,1650,3.3
1861,"Guayacán rosado, Cedro, Cámbulo, Caoba, Carbonero, Nogal Cafetero",11,11,2021,,Obligación Contractual,Campamento,La Chiquita,40,0.08
469,"Guayacan Rosado, nacedero, Vainillo, Carbonero, Gualanday",11,27,2020,,Obligación Contractual,Campamento,La Chiquita,150,0.3
39,"Quimulá, Arrayan de Hoja Pequeña, Pino Colombiano Romeron, Espadero, Sauco de Monte, Chagualo, Aguacatillo, Roble",6,11,2020,,Adopta un árbol por la vida,Campamento,Cañaveral,250,0.5
182,"Arrayan Eugenio, Sauco de Monte, Chagualo, Roble",10,14,2020,,Siembra en Predio Privado,Campamento,Cañaveral,520,1.04
1859,"Guayacán rosado, Cedro, Casco de Vaca, Caoba, Cámbulo, Nogal Cafetero",11,10,2021,,Obligación Contractual,Campamento,Llanadas,40,0.08
2297,Algarrobillo,5,28,2021,,SEMBRATON APOYO,Campamento,El Reposo,10000,20
1708,Quiebrabarrigo,2,2,2022,,Jornada Ecológica Convite de forestación,Campamento,La Colmena,140,0.28
40,"Guayacán Amarillo, Guayacan Rosado, Cedro de Altura, Guayacán de Manizalez, Ceiba Tolua, Balso",6,20,2020,,PRAE CER la Solita,Campamento,La Solita,350,0.7
574,"Aguacate, Naranjo, Limón, Mango, Zapote, Carambolo",2,6,2021,,SIEMBRA-EVENTO EDUCATIVO,Caracol�,Cabecera Municipal,30,0.06
92,Quiebrabarrigo,6,5,2020,,Día del Medio Ambiente,Caracol�,Cabecera Municipal,100,0.2
1533,"Falsa acacia, Guayacán rosado, Aguacate, Guayacán Amarillo, Cedro, Piñón de Oreja, Acacia Roja, Ceiba Bonga, Almendro, Melina, Caracolí",12,13,2021,,Restauración de Banca El 62,Caracol�,El 62,220,0.44
327,Suribio,9,4,2020,,Siembra de 90 de árboles en marco del convenio No.040-cov2008-64 de 2020,Caracol�,El 62,90,0.18
1177,"Guayacan Rosado, Quiebrabarrigo, Caracolí, Ceiba Amarilla, Acacia Roja",9,23,2021,,Obligación Contractual,Caracol�,El 62,6,0.012
1291,"papayo, Guayacan Rosado, Guayacan Amarillo, Matarratón, nacedero, Ceiba Bonga, Guamo Peludo, Aguacate, Almendro",10,6,2021,,Restauración de área erosionada,Caracol�,El 62,36,0.072
1292,"Guayacan Rosado, Ceiba Bonga, Almendro, Acacia Roja, Guanabano, Guamo Peludo, Samán",10,29,2021,,"Actividad educativa ""Guardianes de la Naturaleza""",Caracol�,El 62,100,0.2
1684,"papayo, Zapote, Falsa acacia, Guayacan Rosado, Quiebrabarrigo, Cedro, Guayacan Amarillo, Piñón de Oreja, Matarratón, Ceiba Bonga, Guanabano, Caracolí, Almendro, Acacia Roja, Samán",2,23,2022,,Sembratón,Caracol�,El Bagre,1000,2
926,"Caracolí, Ceiba Bonga",5,11,2021,,Conmemoración dia del árbol,Caracol�,La María,100,0.2
124,"Artocarpus altitis, Kigelia africana, Machaerium villosum, Moringa oleifera, Clathrotropis brachypetala, Tambor, totumo, velero, Quiebrabarrigo, Cedro Rojo, Piñón de Oreja, Cedro Amarillo, Caña Fistula, Ceiba Bonga, Ceiba Verde Bonga, Guamo Machete, Guayacan Trebol, Leucaena, Tachuelo 2, Chachafruto, Samán",8,27,2020,,Sembraton Quebradona,Caracol�,Quebradona,1000,2
1028,"Guayacan Rosado, Suribio, Acacia Roja, Caracolí, Ceiba Verde Bonga",6,16,2021,,Conmemoración Semana del Medio Ambiente,Caracol�,Sardinas,300,0.6
1686,"papayo, Guayacan Rosado, Quiebrabarrigo, Guayacan Amarillo, Piñón de Oreja, Matarratón, Ceiba Bonga, Acacia Roja, Aguacate, Almendro, Caracolí, Guanabano, Samán",12,22,2021,,siembra,Caracol�,Sardinas,278,0.556
376,"Quimulá, Quiebrabarrigo, Arrayán, Guayacán de Manizalez, Pino Colombiano Romeron, Espadero, Escobo 1, Camargo",10,15,2020,,Siembra de Arboles,Caramanta,Cabecera Municipal,33,0.066
661,durantas,2,20,2021,,siembre de árboles,Caramanta,Cabecera Municipal,40,0.08
471,"Quimulá, Aguadulce, Arrayan Eugenio, Alcaparro Enano, Holly, Pino Colombiano Romeron, Aguacatillo",10,13,2020,,Siembra de arboles PTAP Municipal,Caramanta,Cabecera Municipal,50,0.1
1727,"Cedro Rojo, Guayacan Amarillo, Piñón de Oreja, Guamo Liso, Yarumo Blanco, Balso, Carbonero, Nogal Cafetero",2,28,2022,,Obligación Contractual,Caramanta,Cabecera Municipal,344,0.688
786,Arrayan Eugenio,3,23,2021,,SIEMBRA DE ARBOLES EN EL MARCO DEL CONVENIO 040-COV2009-127 DENOMINADO BIOVIVEROS,Caramanta,Cabecera Municipal,36,0.072
1824,"Quiebrabarrigo, Guamo Machete, Chocho Alcaparro, Sauce, Chachafruto, Nogal Cafetero",9,21,2021,,Obligación Contractual,Caramanta,Cabecera Municipal,60,0.12
662,Eugenio,2,20,2021,,Siembra Cumplimiento Cláusula Quinta Numeral 08 Contrato No.190-CNT2101-20,Caramanta,Cabecera Municipal,63,0.12
732,"Niguito, arrayan comun, Quimulá, Arrayan Eugenio, Sauco de Monte, Cheflera Mano de Oso, Palma Payanesa, Cardenillo, Aguadulce, Escobo 1, Mermelada, Chagualon, Cheflera Pategallina, Espadero, Guayabo Negro, Cabo de Hacha, Holly, Arrayan de Hoja Pequeña, Brazo de Tigre, Carbonero, Chagualo, Roble",10,4,2020,,Siembra de arboles en la bocatoma del acueducto de la Vereda El Balso en el marco del programa de Hojitas comunales,Caramanta,El Balso,1500,3
740,"Sauco de Monte, Chagualo, Niguito, arrayan comun, Quimulá, Arrayan Eugenio, Cheflera Mano de Oso, Palma Payanesa, Cardenillo, Aguadulce, Escobo 1, Mermelada, Chagualon, Cheflera Pategallina, Espadero, Guayabo Negro, Cabo de Hacha, Holly, Brazo de Tigre, Arrayan de Hoja Pequeña, Carbonero, Roble",10,10,2020,,"Siembra de arboles en las fuentes La Unión, El Porvenir y La Esperanza que surten de agua la Vereda La Unión, en el marco del programa Hojitas Comunales",Caramanta,La Unión,1500,3
664,"Quimulá, Quiebrabarrigo, Cedro de Altura, Guayacán de Manizalez, Gallinazo, Arrayan de Hoja Pequeña, Alcaparro Enano, Camargo, carate rojo, Sauco de Monte, Nadador, Arrayan Eugenio, Cedro Negro, Guayabo Negro, Espadero, Huesito, Cacho de Venado, Arrayan Yayo, Escobo 1, olivo de cera, Simplocus, Cheflera Mano de Oso, Pino Colombiano Romeron, Barcino, Drago, Aliso, Chagualo, Aguacatillo, Roble",3,8,2020,,SEMBRATON,Caramanta,Olibales,2900,5.8
2534,"Quiebrabarrigo, Guayacan Amarillo, Guadua, Guamo Churimo, Niguito, Chachafruto, Nogal Cafetero",1,11,2022,,Siembra convenio 040-COV2108-64,Caramanta,Olibales,315,0.63
822,"Quimulá, Quiebrabarrigo, Arrayán, Mangle, Drago, Aliso, Chirlobirlo",12,5,2020,,Obligación Contractual,Caramanta,San José,71,0.142
474,"Quimulá, Guayacán de Manizalez, Alcaparro Enano, carate rojo, Sauco de Monte, Arrayan Eugenio, Espadero, Cheflera Mano de Oso, Pino Colombiano Romeron, Huesito, Camargo, Chagualo, Aguacatillo",10,24,2020,,Reforestación Bocatoma La Esperanza,Caramanta,Sucre,91,0.182
445,EUCALIPTO,8,12,2020,,PREDIO PARTICULAR,Carolina del Pr�ncipe,Claritas,275,0.55
844,"Quimulá, Cedro de Altura, Guayacán de Manizalez, CHICALA, Laurel 3, Guayabo Comun, divi divi, Palma de Cera del Quindìo, Pestaña de Mula, surivios, Hayuelos",3,26,2021,,Sembraton Fundacion EPM - Corantioquia,Carolina del Pr�ncipe,Claritas,835,1.67
1301,"Quimulá, Cedro Negro",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Carolina del Pr�ncipe,Claritas,100,0.2
235,Guayacán Amarillo,11,7,2020,,Cada uno un árbol,Carolina del Pr�ncipe,La Camelia,2,0.004
1285,"Boton de oro, Matarratón, EUCALIPTO, Arboloco, Acacia",10,18,2021,,Siembra arboles convenio 040COV-2108-72 Carolina del Príncipe,Carolina del Pr�ncipe,La Camelia,130,0.26
1744,"Achote, Guayacan de manizalez, liberal, Suribio, Guayabo Comun, Chirlobirlo",12,15,2021,,SIEMBRA CONVENIO CORANTIOQUIA 040COV-2108-72,Carolina del Pr�ncipe,La Camelia,7400,14.8
1745,"Quiebrabarrigo, Arboloco, Sauce, liberal, Chirlobirlo",1,15,2022,,SIEMBRA CONVENIO CORANTIOQUIA 040COV-2108-72,Carolina del Pr�ncipe,La Camelia,1000,2
1743,"Achote, Guayacan de manizalez, Suribio, Guayabo Comun, Chirlobirlo",12,2,2021,,SIEMBRA CONVENIO CORANTIOQUIA 040COV-2108-72,Carolina del Pr�ncipe,La Herradura,4300,8.6
1297,"Quimulá, Guayacan Amarillo, Arrayán, Guayacán de Manizalez, Escobo 2, Navajuelo, Navajuelo, Sauco de Monte, Borrachero, Nadador, Zanca de Mula, Cedro Negro, Simplocus, Guasco, olivo de cera, Cheflera Mano de Oso, Quina, meliosma, Guamo Churimo, Pino Colombiano Romeron, Drago, Chagualo, Aguacatillo",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Carolina del Pr�ncipe,La Herradura,3000,6
1275,"Suribio, Matarratón, Sauce, EUCALIPTO",10,8,2021,,SIEMBRA  OBLIGACIÓN CONVENIO 040COV-2108-74,Carolina del Pr�ncipe,La Vega,125,0.25
2300,Candelo,10,13,2021,,SEMBRATON APOYO,Carolina del Pr�ncipe,Tenche,5000,10
444,EUCALIPTO,11,18,2020,,PREDIO PARTICULAR,Carolina del Pr�ncipe,Tenche,100,0.2
2298,Amarraboyo,3,29,2021,,SEMBRATON APOYO,Carolina del Pr�ncipe,Tenche,2600,5.2
2299,Arrayán,10,15,2021,,SEMBRATON APOYO,Carolina del Pr�ncipe,Tenche,1000,2
760,"Guayacán Amarillo, orejero, Cedro, campano, cativo, Algarrobo",3,15,2021,,Obligación Contractual,Caucasia,Cabecera Municipal,67,0.134
1721,"Guayacan Rosado, Cedro, Guayacan Amarillo, Piñón de Oreja, Caracolí, Samán",2,7,2022,,Sembratón contrato No 110-CNT2110-134,Caucasia,Cabecera Municipal,251,0.502
472,"Suribio, Guayacan, Piñón de Oreja",12,17,2020,,Siembra de árboles en el nacimiento de la quebrada quitasol,Caucasia,Caceri,120,0.24
1505,"Guayacan Amarillo, Abarco, Algarrobo",9,12,2021,,Siembra por Siembra por Levantamiento de Veda Regional,Caucasia,Caceri,2284,4.568
1629,"Piñón de Oreja, Matarratón, acacia amarilla, Algarrobo, Samán, Roble",12,9,2021,,Reforestación:  Sembrando vida y salvando nuestro planeta,Caucasia,Campo Alegre,680,1.36
1105,"Guayacan Rosado, Suribio, Caracolí, Cedro, Caimito, Leucaena, Guacimo, Caoba, Guanabana, Chirimoya",5,20,2021,,REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020,Caucasia,El Pando,3345,22.3
1103,"Guayacan Rosado, Suribio, Caracolí, Cedro, Lluvia de Oro, Leucaena, Tambor, Guacimo, Caoba, Caimito",5,20,2021,,REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020,Caucasia,El Pando,1500,10
1102,"Guayacan Rosado, Pechinde, Caracolí, Cedro, campano, Tambor, Caoba, Polvillo, NOGAL, Ebano, Abarco",5,20,2021,,REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020,Caucasia,El Pando,9600,64
1107,"Guayacan Rosado, Suribio, Caracolí, Cedro, Caoba, Tambor, Leucaena, saman, Guacimo, Abarco, Ebano, Guanabana, Caimito, Chirimoya",5,20,2021,,REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020,Caucasia,El Pando,1095,7.3
1106,"Guayacan Rosado, Suribio, Caracolí, Cedro, Leucaena, Guacimo, saman, Tambor, Abarco, Ebano, Caimito",5,20,2021,,REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020,Caucasia,El Pando,1545,10.3
1104,"Guayacan Rosado, Suribio, Caracolí, Cedro, Caimito, Lluvia de Oro, Leucaena, Caoba",5,20,2021,,REFORESTACIÓN EN EL RESGUARDO INDÍGENA EL PANDO  EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020,Caucasia,El Pando,2415,16.1
118,"Guayacan Rosado, Guayacan Trebol, Caracolí, Melina, Roble",8,19,2020,,Jornada de Siembra de Arboles,Caucasia,Margento,1700,3.4
119,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Palma Corozito, Caracolí, Ceiba Amarilla, Algarrobo",12,18,2019,,Sembratòn en suelo Degradado por Mineria,Caucasia,Margento,1800,3.6
1652,Caucho,10,31,2021,,siembra Voluntaria Mineros Aluvial S.A.S,Caucasia,Quitasol,185823,371.646
843,"Guayancán Polvillo, Abarco",3,19,2020,,Sembraron en el marco de ejecución de Compensaciones Ambientales por Levantamiento parcial de veda de la Resolución 040-RES,Caucasia,Quitasol,435,0.87
1473,"Abarco, Caoba, Guacimo, Gumana, Algarrobo, Chirlobirlo",10,14,2021,,Siembra por Permiso de Aprovechamiento Forestal,Caucasia,Santa Rosita,306,0.612
1506,"Abarco, Caoba, Guacimo, Gumana, Algarrobo",6,29,2021,,Siembra por Siembra por Permiso de Aprovechamiento Forestal,Caucasia,Santa Rosita,32,0.064
1475,"Guayacán Amarillo, Guayacan Rosado, Cendro, Guayacan Amarillo, piñon de oreja, Cedro Amarillo, matarraton, Abarco, Guacimo, Gumana, Ceiba Tolúa, saman, Caoba, Gualanday, Algarrobo, Chirlobirlo",10,24,2021,,Licencia Ambiental,Caucasia,Santa Rosita,27602,55.204
1507,"Abarco, Caoba, Guacimo, Gumana, Algarrobo, Chirlobirlo",9,20,2021,,Siembra por Permiso de Aprovechamiento Forestal,Caucasia,Santa Rosita,63,0.126
1474,"Caoba, Mango, Abarco, saman, Gumana, Guacimo, Guanabana, Algarrobo",6,12,2021,,Siembra por Permiso de Aprovechamiento Forestal,Caucasia,Santa Rosita,141,0.282
865,"Guayacan Amarillo, Guayacan Rosado, Chiminango, Gualanday",11,24,2020,,Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40,Cisneros,Bellavista,121,0.242
1692,"totumo, Bucaro, Guadua, acacia amarilla, Nogal Cafetero",1,26,2022,,Convites de restauración,Cisneros,Bellavista,100,0.2
863,"Guayacan Amarillo, Guayacan Rosado, Chiminango, Gualanday",11,24,2020,,Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40,Cisneros,Bellavista,185,0.37
866,"Guayacan Amarillo, Chiminango, Casco de Vaca",11,24,2020,,Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40,Cisneros,Bellavista,89,0.178
551,Guadua,11,29,2020,,sembraton,Cisneros,Bellavista,100,0.2
550,Nogal Cafetero,11,24,2020,,sembraton,Cisneros,Bellavista,400,0.8
862,"Guayacan Rosado, Casco de Vaca, Gualanday, Nogal Cafetero",11,24,2020,,Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40,Cisneros,Bellavista,117,0.234
864,"Guayacan Rosado, Casco de Vaca, Nogal Cafetero",11,24,2020,,Jornada de siembra de 1100 arboles - Contrato 110-CNT2009-125 Obligación 40,Cisneros,Bellavista,88,0.176
548,Nogal Cafetero,8,29,2020,,Sembraton,Cisneros,Cruces,200,0.4
549,Guadua,8,29,2020,,sembraton,Cisneros,Cruces,200,0.4
547,totumo,6,5,2020,,la siembra no une,Cisneros,Cruces,100,0.2
1755,"Cedro, Guadua, Algarrobo",1,24,2022,,Restauración Ecológica El Dos,Cisneros,El Dos,120,0.24
1867,"Cedro, Suribio, Casco de Vaca, Vara Santa, Dinde, Payandé, Móncoro, Ceiba rosada, Samán",11,13,2021,,Obligación Contractual,Cisneros,Santa Elena,30,0.06
1253,"Zapote, Quiebrabarrigo, Guayacan Amarillo, Laurel 1, Roble",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Concordia,El Cascajo,1000,2
2356,"Uribio, Mamoncillo, totumo, Guayacán de bola, Diomate, Roble",3,5,2021,,Siembra por la vida,Concordia,El Golpe,2759,5.518
1782,"bamboo, Guayacan Amarillo, laurel, Chachafruto",3,17,2022,,convite de reforestación,Concordia,Morelia,115,0.23
2357,"Uribio, Diomate, Varasanta, Mamoncillo, Roble",8,8,2021,,siembra,Concordia,Morrón,5439,10.878
1569,"Guayacán Amarillo, Quiebrabarrigo, Chachafruto",1,7,2022,,Sembratón contrato 120-CNT2110-133,Concordia,San Luis,12,0.024
1781,"Guayacan Amarillo, laurel, Chachafruto",3,16,2022,,convite reforestación,Concordia,San Luis,100,0.2
1522,"Cedro, Guayacan Amarillo, EUCALIPTO, Roble",12,1,2021,,Sembraton convenio gestión de residuos sólidos Concordia 040-COV2105-16,Concordia,San Luis,98,0.196
583,Guayacán Amarillo,2,11,2021,,"Sembratón Concordia, Antioquia - Convenio convenio 040-COV2009-11",Concordia,Ventanas,60,0.12
2302,Niguito,10,20,2021,,SEMBRATON APOYO,Concordia,Yarumal,1000,2
199,COLA DE ZORRO,10,24,2020,,COMFAMA COPABACANA,Copacabana,Apeon,1,0.002
1971,"Cedro, Guayacan Polvillo, Aceituno, Guamo Liso, nacedero, Escobo 2, Ceiba Bonga, Balso, Gualanday",12,15,2021,,compenscion obligacion 160AN-RES2104-1867,Copacabana,Cabuyal,2012,4.024
1401,Senna multiglandulosa,11,27,2021,,Obligación Contractual,Copacabana,Granizal,38,0.076
217,"hoja lanza, Casco de Vaca, azuceno, Sauce, Yarumo Blanco, Amarraboyo, Guayabo Comun, Chirlobirlo",10,24,2020,,SEMBRATON COMFAMA COPACABANA,Copacabana,Peñolcito,72,0.144
410,Arbol san joaquin,11,7,2020,,150-CNT2007-84,Copacabana,Zarzal la Luz,11,0.022
254,"Arrayán, Escobo 1, Cheflera, Sauco de Monte",11,7,2020,,Cada uno un árbol,Copacabana,Zarzal la Luz,30,0.06
782,azuceno,3,22,2021,,Resiembra,Copacabana,Zarzal la Luz,6,0.012
1307,Barcino,8,22,2021,,Siembra un arbol,Copacabana,Zarzal la Luz,25,0.05
1306,Carbonero,8,22,2021,,Siembra un arbol,Copacabana,Zarzal la Luz,80,0.16
1304,Paco,8,22,2021,,Siembra,Copacabana,Zarzal la Luz,12,0.024
1876,"Guadua, Frutegallina, Cámbulo, Lechudo, Mano de Tigre, Níspero Japón, Nogal Cafetero",11,29,2021,,Obligación Contractual,Copacabana,Zarzal la Luz,30,0.06
1823,Guayacán Amarillo,9,20,2021,,Obligación Contractual,Donmat�as,Cabecera Municipal,130,0.26
422,"Guayacan Rosado, Aguacatillo",12,21,2020,,Obligación convenio 040-COV2010-176,Donmat�as,Bellavista,40,0.08
1685,Laurel 1,2,15,2022,,compensacion,Donmat�as,Iborra,400,0.8
962,"Palma de Cera del Quindìo, Roble",6,5,2021,,Obligación Contractual,Donmat�as,Iborra,41,0.082
1687,Quimulá,2,15,2022,,compensacion,Donmat�as,Iborra,800,1.6
774,Alcaparro Enano,2,10,2021,,compensación siembra convenio Nº 040-COV2007-57,Donmat�as,La Piedrahita,410,0.82
283,Aliso,8,15,2020,,Sembraton Vereda La Piedrahita,Donmat�as,La Piedrahita,5,0.01
825,Guayacán de Manizalez,3,20,2021,,celebración del día del agua,Donmat�as,La Piedrahita,180,0.36
475,Aliso,8,15,2020,,Jornada de sembraton,Donmat�as,La Piedrahita,5,0.01
1298,Eugenio,10,12,2021,,SEMBRATON 12 DE OCTUBRE,Donmat�as,La Piedrahita,2000,4
1073,Chirlobirlo,7,22,2021,,compensación por convenio  040-COV-2010-164,Donmat�as,La Piedrahita,500,1
2303,Arrayán,4,21,2021,,SEMBRATON APOYO,Donmat�as,Quebrada Arriba,15000,30
2304,Chaparro,8,5,2021,,SEMBRATON APOYO,Donmat�as,Quebrada Arriba,7500,15
710,"OLIVOS, Quimulá, Alcaparro Criollo, Chocho Rojo, Chagualo",8,18,2020,,SEMBRATON DON MATIAS,Donmat�as,Expansion Urbana,7000,14
2555,Eugenio,4,10,2022,,Siembra Finca la Bonita,Eb�jico,Alto El Brasil,66,0.132
1513,Eugenio,12,12,2021,,Cumplimiento contrato,Eb�jico,Alto El Brasil,15,0.03
2393,Eugenio,4,10,2022,,Obligación Contractual,Eb�jico,Alto El Brasil,60,0.12
345,"AGUACATE HASH, Naranja Tangelo, Limon, Mandarina, Guayabo, Mandarino",11,7,2020,,Siembra,Eb�jico,Alto El Brasil,8,0.016
1580,"Mandarina Oneko, Mandarina Amarilla, guayaba manzana, Zapote, Naranja ombligona, Lomón Pajarito, Almendros, Guayaba Pera, Guayacan Amarillo, Carambolo",12,4,2021,,Siembra arboles,Eb�jico,Alto El Brasil,66,0.132
67,Arrayan Eugenio,3,15,2020,,Sembraton,Eb�jico,Bosque Naranjo,800,1.6
836,"Guayacan Rosado, Quiebrabarrigo, Mangle, velero, Aliso, Nogal Cafetero",10,16,2020,,Obligación Contractual,Eb�jico,Campo Alegre,150,0.3
68,"Biscofia, Guayacán Amarillo, Quiebrabarrigo, Chumbimbo, Jagua, Gualanday, Nogal Cafetero",3,15,2020,,Sembraton,Eb�jico,Chachafruto,525,1.05
1695,Guayacan Amarillo,1,26,2022,,Atributo Ecosistémico,Eb�jico,Chachafruto,40,0.08
79,"piñon de oreja, Guayacán Amarillo, Guayacan Rosado, Chocho Rojo, Acacia Roja, Guadua, Urapan, Pisquín",3,15,2020,,Sembraton,Eb�jico,Comunidad,150,0.3
88,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho Rojo, Acacia Rosada, Urapan",3,15,2020,,SEMBRATON,Eb�jico,Comunidad,1000,2
90,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho, Acacia Roja, Urapan",3,15,2020,,SEMBRATON,Eb�jico,Comunidad,300,0.6
82,"Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Guadua, Pisquín, Chocho Rojo, Acacia Rosada, Urapan",3,15,2020,,Sembraton,Eb�jico,Comunidad,150,0.3
